diag_type,time_point,feature_type,rank,feature
respiratory_intrathoracic_cancer,0,protein,16,olink_spint2
respiratory_intrathoracic_cancer,0,protein,17,olink_flt3lg
respiratory_intrathoracic_cancer,0,protein,18,olink_tpsg1
respiratory_intrathoracic_cancer,0,protein,19,olink_itgam
respiratory_intrathoracic_cancer,0,protein,20,olink_wasl
respiratory_intrathoracic_cancer,0,protein,21,olink_lrg1
respiratory_intrathoracic_cancer,0,protein,22,olink_serpina1
respiratory_intrathoracic_cancer,0,protein,23,olink_duox2
respiratory_intrathoracic_cancer,0,protein,24,olink_cd34
respiratory_intrathoracic_cancer,0,protein,25,olink_arnt
respiratory_intrathoracic_cancer,0,protein,26,olink_fcamr
respiratory_intrathoracic_cancer,0,protein,27,olink_ccl3
respiratory_intrathoracic_cancer,0,protein,28,olink_edem2
respiratory_intrathoracic_cancer,0,protein,29,olink_rarres2
respiratory_intrathoracic_cancer,0,protein,30,olink_mmp3
respiratory_intrathoracic_cancer,0,protein,31,olink_havcr1
respiratory_intrathoracic_cancer,0,protein,32,olink_pomc
respiratory_intrathoracic_cancer,0,protein,33,olink_selplg
respiratory_intrathoracic_cancer,0,protein,34,olink_rgma
respiratory_intrathoracic_cancer,0,protein,35,olink_jchain
respiratory_intrathoracic_cancer,0,protein,36,olink_hdgf
respiratory_intrathoracic_cancer,0,protein,37,olink_rbfox3
respiratory_intrathoracic_cancer,0,protein,38,olink_psma1
respiratory_intrathoracic_cancer,0,protein,39,olink_fcrl1
respiratory_intrathoracic_cancer,0,protein,40,olink_ndufs6
respiratory_intrathoracic_cancer,0,protein,41,olink_itih4
respiratory_intrathoracic_cancer,0,protein,42,olink_epha4
respiratory_intrathoracic_cancer,0,protein,43,olink_cd93
respiratory_intrathoracic_cancer,0,protein,44,olink_mmp12
respiratory_intrathoracic_cancer,0,protein,45,olink_slc9a3r2
respiratory_intrathoracic_cancer,0,protein,46,olink_pear1
respiratory_intrathoracic_cancer,0,protein,47,olink_ssc5d
respiratory_intrathoracic_cancer,0,protein,48,olink_vwa5a
respiratory_intrathoracic_cancer,0,protein,49,olink_selenop
respiratory_intrathoracic_cancer,0,protein,50,olink_ssh3
respiratory_intrathoracic_cancer,0,blood,1,blood_IGF-1
respiratory_intrathoracic_cancer,0,blood,2,blood_Lymphocyte percentage
respiratory_intrathoracic_cancer,0,blood,3,blood_Direct bilirubin
respiratory_intrathoracic_cancer,0,blood,4,blood_Platelet distribution width
respiratory_intrathoracic_cancer,0,blood,5,blood_Eosinophill count
respiratory_intrathoracic_cancer,0,blood,6,blood_Alanine aminotransferase
respiratory_intrathoracic_cancer,0,blood,7,blood_Lymphocyte count
respiratory_intrathoracic_cancer,0,blood,8,blood_Alkaline phosphatase
respiratory_intrathoracic_cancer,0,blood,9,blood_Gamma glutamyltransferase
respiratory_intrathoracic_cancer,0,blood,10,blood_Red blood cell (erythrocyte) count
respiratory_intrathoracic_cancer,0,blood,11,blood_Urea
respiratory_intrathoracic_cancer,0,blood,12,blood_Mean sphered cell volume
respiratory_intrathoracic_cancer,0,blood,13,blood_Haematocrit percentage
respiratory_intrathoracic_cancer,0,blood,14,blood_Cholesterol
respiratory_intrathoracic_cancer,0,blood,15,blood_Monocyte percentage
respiratory_intrathoracic_cancer,0,blood,16,blood_Immature reticulocyte fraction
respiratory_intrathoracic_cancer,0,blood,17,blood_Rheumatoid factor
respiratory_intrathoracic_cancer,0,blood,18,blood_Creatinine
respiratory_intrathoracic_cancer,0,blood,19,blood_Lipoprotein A
respiratory_intrathoracic_cancer,0,blood,20,blood_Mean reticulocyte volume
respiratory_intrathoracic_cancer,0,blood,21,blood_Albumin
respiratory_intrathoracic_cancer,0,blood,22,blood_Testosterone
respiratory_intrathoracic_cancer,0,blood,23,blood_Mean corpuscular haemoglobin
respiratory_intrathoracic_cancer,0,blood,24,blood_Reticulocyte percentage
respiratory_intrathoracic_cancer,0,blood,25,blood_White blood cell (leukocyte) count
respiratory_intrathoracic_cancer,0,blood,26,blood_Apolipoprotein A
respiratory_intrathoracic_cancer,0,blood,27,blood_Apolipoprotein B
respiratory_intrathoracic_cancer,0,blood,28,blood_C-reactive protein
respiratory_intrathoracic_cancer,0,blood,29,blood_Calcium
respiratory_intrathoracic_cancer,0,blood,30,blood_Cystatin C
respiratory_intrathoracic_cancer,0,blood,31,blood_Glucose
respiratory_intrathoracic_cancer,0,blood,32,blood_Glycated haemoglobin (HbA1c)
respiratory_intrathoracic_cancer,0,blood,33,blood_HDL cholesterol
respiratory_intrathoracic_cancer,0,blood,34,blood_LDL direct
respiratory_intrathoracic_cancer,0,blood,35,blood_Oestradiol
respiratory_intrathoracic_cancer,0,blood,36,blood_Phosphate
respiratory_intrathoracic_cancer,0,blood,37,blood_SHBG
respiratory_intrathoracic_cancer,0,blood,38,blood_Total bilirubin
respiratory_intrathoracic_cancer,0,blood,39,blood_Triglycerides
respiratory_intrathoracic_cancer,0,blood,40,blood_Urate
respiratory_intrathoracic_cancer,0,blood,41,blood_Total protein
respiratory_intrathoracic_cancer,0,blood,42,blood_Neutrophill count
respiratory_intrathoracic_cancer,0,blood,43,blood_Neutrophill percentage
respiratory_intrathoracic_cancer,0,blood,44,blood_Nucleated red blood cell count
respiratory_intrathoracic_cancer,0,blood,45,blood_Nucleated red blood cell percentage
respiratory_intrathoracic_cancer,0,blood,46,blood_Platelet count
respiratory_intrathoracic_cancer,0,blood,47,blood_Platelet crit
respiratory_intrathoracic_cancer,0,blood,48,blood_Red blood cell (erythrocyte) distribution width
respiratory_intrathoracic_cancer,0,blood,49,blood_Aspartate aminotransferase
respiratory_intrathoracic_cancer,0,blood,50,blood_Reticulocyte count
respiratory_intrathoracic_cancer,0,combined,1,olink_ceacam5
respiratory_intrathoracic_cancer,0,combined,2,olink_clip2
respiratory_intrathoracic_cancer,0,combined,3,olink_tnfsf13b
respiratory_intrathoracic_cancer,0,combined,4,olink_pdlim5
respiratory_intrathoracic_cancer,0,combined,5,olink_lect2
respiratory_intrathoracic_cancer,0,combined,6,olink_relt
respiratory_intrathoracic_cancer,0,combined,7,olink_cd3e
respiratory_intrathoracic_cancer,0,combined,8,olink_cdhr1
respiratory_intrathoracic_cancer,0,combined,9,olink_psca
respiratory_intrathoracic_cancer,0,combined,10,olink_cxcl1
respiratory_intrathoracic_cancer,0,combined,11,olink_insl3
respiratory_intrathoracic_cancer,0,combined,12,olink_hmox1
respiratory_intrathoracic_cancer,0,combined,13,olink_cr2
respiratory_intrathoracic_cancer,0,combined,14,olink_il6
respiratory_intrathoracic_cancer,0,combined,15,olink_itgb6
respiratory_intrathoracic_cancer,0,combined,16,olink_spint2
respiratory_intrathoracic_cancer,0,combined,17,olink_flt3lg
respiratory_intrathoracic_cancer,0,combined,18,olink_tpsg1
respiratory_intrathoracic_cancer,0,combined,19,olink_itgam
respiratory_intrathoracic_cancer,0,combined,20,olink_wasl
respiratory_intrathoracic_cancer,0,combined,21,olink_lrg1
respiratory_intrathoracic_cancer,0,combined,22,olink_serpina1
respiratory_intrathoracic_cancer,0,combined,23,olink_duox2
respiratory_intrathoracic_cancer,0,combined,24,olink_cd34
respiratory_intrathoracic_cancer,0,combined,25,olink_arnt
respiratory_intrathoracic_cancer,0,combined,26,olink_fcamr
respiratory_intrathoracic_cancer,0,combined,27,olink_ccl3
respiratory_intrathoracic_cancer,0,combined,28,olink_edem2
respiratory_intrathoracic_cancer,0,combined,29,olink_rarres2
respiratory_intrathoracic_cancer,0,combined,30,olink_mmp3
respiratory_intrathoracic_cancer,0,combined,31,olink_havcr1
respiratory_intrathoracic_cancer,0,combined,32,olink_pomc
respiratory_intrathoracic_cancer,0,combined,33,olink_selplg
respiratory_intrathoracic_cancer,0,combined,34,olink_rgma
respiratory_intrathoracic_cancer,0,combined,35,blood_IGF-1
respiratory_intrathoracic_cancer,0,combined,36,olink_jchain
respiratory_intrathoracic_cancer,0,combined,37,olink_hdgf
respiratory_intrathoracic_cancer,0,combined,38,olink_rbfox3
respiratory_intrathoracic_cancer,0,combined,39,olink_psma1
respiratory_intrathoracic_cancer,0,combined,40,olink_fcrl1
respiratory_intrathoracic_cancer,0,combined,41,olink_ndufs6
respiratory_intrathoracic_cancer,0,combined,42,olink_itih4
respiratory_intrathoracic_cancer,0,combined,43,olink_epha4
respiratory_intrathoracic_cancer,0,combined,44,olink_cd93
respiratory_intrathoracic_cancer,0,combined,45,olink_mmp12
respiratory_intrathoracic_cancer,0,combined,46,olink_slc9a3r2
respiratory_intrathoracic_cancer,0,combined,47,olink_pear1
respiratory_intrathoracic_cancer,0,combined,48,olink_ssc5d
respiratory_intrathoracic_cancer,0,combined,49,olink_vwa5a
respiratory_intrathoracic_cancer,0,combined,50,olink_selenop
respiratory_intrathoracic_cancer,1,protein,1,olink_ceacam5
respiratory_intrathoracic_cancer,1,protein,2,olink_mmp12
respiratory_intrathoracic_cancer,1,protein,3,olink_ccl11
respiratory_intrathoracic_cancer,1,protein,4,olink_wfdc2
respiratory_intrathoracic_cancer,1,protein,5,olink_flrt2
respiratory_intrathoracic_cancer,1,protein,6,olink_cxcl17
respiratory_intrathoracic_cancer,1,protein,7,olink_cthrc1
respiratory_intrathoracic_cancer,1,protein,8,olink_aldh3a1
respiratory_intrathoracic_cancer,1,protein,9,olink_vasn
respiratory_intrathoracic_cancer,1,protein,10,olink_cpped1
respiratory_intrathoracic_cancer,1,protein,11,olink_tie1
respiratory_intrathoracic_cancer,1,protein,12,olink_cxcl9
respiratory_intrathoracic_cancer,1,protein,13,olink_s100a14
respiratory_intrathoracic_cancer,1,protein,14,olink_il10
respiratory_intrathoracic_cancer,1,protein,15,olink_notch1
respiratory_intrathoracic_cancer,1,protein,16,olink_gamt
respiratory_intrathoracic_cancer,1,protein,17,olink_capn3
respiratory_intrathoracic_cancer,1,protein,18,olink_kir2dl2
respiratory_intrathoracic_cancer,1,protein,19,olink_eps8l2
respiratory_intrathoracic_cancer,1,protein,20,olink_ngfr
respiratory_intrathoracic_cancer,1,protein,21,olink_tcof1
respiratory_intrathoracic_cancer,1,protein,22,olink_lepr
respiratory_intrathoracic_cancer,1,protein,23,olink_edn1
respiratory_intrathoracic_cancer,1,protein,24,olink_ltbp2
respiratory_intrathoracic_cancer,1,protein,25,olink_masp1
respiratory_intrathoracic_cancer,1,protein,26,olink_tnn
respiratory_intrathoracic_cancer,1,protein,27,olink_il1rl2
respiratory_intrathoracic_cancer,1,protein,28,olink_timp4
respiratory_intrathoracic_cancer,1,protein,29,olink_rap1a
respiratory_intrathoracic_cancer,1,protein,30,olink_s100a12
respiratory_intrathoracic_cancer,1,protein,31,olink_anpep
respiratory_intrathoracic_cancer,1,protein,32,olink_cd99l2
respiratory_intrathoracic_cancer,1,protein,33,olink_lpcat2
respiratory_intrathoracic_cancer,1,protein,34,olink_apoc1
respiratory_intrathoracic_cancer,1,protein,35,olink_tpbgl
respiratory_intrathoracic_cancer,1,protein,36,olink_ervv_1
respiratory_intrathoracic_cancer,1,protein,37,olink_cd300a
respiratory_intrathoracic_cancer,1,protein,38,olink_acp6
respiratory_intrathoracic_cancer,1,protein,39,olink_ncam2
respiratory_intrathoracic_cancer,1,protein,40,olink_alpp
respiratory_intrathoracic_cancer,1,protein,41,olink_fut3_fut5
respiratory_intrathoracic_cancer,1,protein,42,olink_cep112
respiratory_intrathoracic_cancer,1,protein,43,olink_tef
respiratory_intrathoracic_cancer,1,protein,44,olink_st6gal1
respiratory_intrathoracic_cancer,1,protein,45,olink_creb3
respiratory_intrathoracic_cancer,1,protein,46,olink_slitrk2
respiratory_intrathoracic_cancer,1,protein,47,olink_clint1
respiratory_intrathoracic_cancer,1,protein,48,olink_kit
respiratory_intrathoracic_cancer,1,protein,49,olink_sdc1
respiratory_intrathoracic_cancer,1,protein,50,olink_paep
respiratory_intrathoracic_cancer,1,blood,1,blood_Monocyte count
respiratory_intrathoracic_cancer,1,blood,2,blood_Cholesterol
respiratory_intrathoracic_cancer,1,blood,3,blood_Glycated haemoglobin (HbA1c)
respiratory_intrathoracic_cancer,1,blood,4,blood_Alanine aminotransferase
respiratory_intrathoracic_cancer,1,blood,5,blood_Red blood cell (erythrocyte) distribution width
respiratory_intrathoracic_cancer,1,blood,6,blood_Reticulocyte percentage
respiratory_intrathoracic_cancer,1,blood,7,blood_White blood cell (leukocyte) count
respiratory_intrathoracic_cancer,1,blood,8,blood_Alkaline phosphatase
respiratory_intrathoracic_cancer,1,blood,9,blood_Apolipoprotein A
respiratory_intrathoracic_cancer,1,blood,10,blood_Apolipoprotein B
respiratory_intrathoracic_cancer,1,blood,11,blood_C-reactive protein
respiratory_intrathoracic_cancer,1,blood,12,blood_Calcium
respiratory_intrathoracic_cancer,1,blood,13,blood_Creatinine
respiratory_intrathoracic_cancer,1,blood,14,blood_Cystatin C
respiratory_intrathoracic_cancer,1,blood,15,blood_Direct bilirubin
respiratory_intrathoracic_cancer,1,blood,16,blood_Gamma glutamyltransferase
respiratory_intrathoracic_cancer,1,blood,17,blood_Albumin
respiratory_intrathoracic_cancer,1,blood,18,blood_Glucose
respiratory_intrathoracic_cancer,1,blood,19,blood_HDL cholesterol
respiratory_intrathoracic_cancer,1,blood,20,blood_IGF-1
respiratory_intrathoracic_cancer,1,blood,21,blood_LDL direct
respiratory_intrathoracic_cancer,1,blood,22,blood_Lipoprotein A
respiratory_intrathoracic_cancer,1,blood,23,blood_Oestradiol
respiratory_intrathoracic_cancer,1,blood,24,blood_Phosphate
respiratory_intrathoracic_cancer,1,blood,25,blood_Rheumatoid factor
respiratory_intrathoracic_cancer,1,blood,26,blood_SHBG
respiratory_intrathoracic_cancer,1,blood,27,blood_Testosterone
respiratory_intrathoracic_cancer,1,blood,28,blood_Total bilirubin
respiratory_intrathoracic_cancer,1,blood,29,blood_Triglycerides
respiratory_intrathoracic_cancer,1,blood,30,blood_Urate
respiratory_intrathoracic_cancer,1,blood,31,blood_Urea
respiratory_intrathoracic_cancer,1,blood,32,blood_Total protein
respiratory_intrathoracic_cancer,1,blood,33,blood_Lymphocyte percentage
respiratory_intrathoracic_cancer,1,blood,34,blood_Mean corpuscular haemoglobin
respiratory_intrathoracic_cancer,1,blood,35,blood_Mean corpuscular haemoglobin concentration
respiratory_intrathoracic_cancer,1,blood,36,blood_Mean corpuscular volume
respiratory_intrathoracic_cancer,1,blood,37,blood_Mean platelet (thrombocyte) volume
respiratory_intrathoracic_cancer,1,blood,38,blood_Mean reticulocyte volume
respiratory_intrathoracic_cancer,1,blood,39,blood_Mean sphered cell volume
respiratory_intrathoracic_cancer,1,blood,40,blood_Monocyte percentage
respiratory_intrathoracic_cancer,1,blood,41,blood_Neutrophill count
respiratory_intrathoracic_cancer,1,blood,42,blood_Neutrophill percentage
respiratory_intrathoracic_cancer,1,blood,43,blood_Nucleated red blood cell percentage
respiratory_intrathoracic_cancer,1,blood,44,blood_Platelet count
respiratory_intrathoracic_cancer,1,blood,45,blood_Platelet crit
respiratory_intrathoracic_cancer,1,blood,46,blood_Platelet distribution width
respiratory_intrathoracic_cancer,1,blood,47,blood_Red blood cell (erythrocyte) count
respiratory_intrathoracic_cancer,1,blood,48,blood_Nucleated red blood cell count
respiratory_intrathoracic_cancer,1,blood,49,blood_Aspartate aminotransferase
respiratory_intrathoracic_cancer,1,blood,50,blood_Reticulocyte count
respiratory_intrathoracic_cancer,1,combined,1,olink_ceacam5
respiratory_intrathoracic_cancer,1,combined,2,olink_mmp12
respiratory_intrathoracic_cancer,1,combined,3,olink_ccl11
respiratory_intrathoracic_cancer,1,combined,4,olink_wfdc2
respiratory_intrathoracic_cancer,1,combined,5,olink_flrt2
respiratory_intrathoracic_cancer,1,combined,6,olink_cxcl17
respiratory_intrathoracic_cancer,1,combined,7,blood_Monocyte count
respiratory_intrathoracic_cancer,1,combined,8,olink_cthrc1
respiratory_intrathoracic_cancer,1,combined,9,olink_aldh3a1
respiratory_intrathoracic_cancer,1,combined,10,olink_vasn
respiratory_intrathoracic_cancer,1,combined,11,olink_cpped1
respiratory_intrathoracic_cancer,1,combined,12,olink_tie1
respiratory_intrathoracic_cancer,1,combined,13,olink_cxcl9
respiratory_intrathoracic_cancer,1,combined,14,olink_s100a14
respiratory_intrathoracic_cancer,1,combined,15,olink_il10
respiratory_intrathoracic_cancer,1,combined,16,olink_notch1
respiratory_intrathoracic_cancer,1,combined,17,olink_gamt
respiratory_intrathoracic_cancer,1,combined,18,olink_capn3
respiratory_intrathoracic_cancer,1,combined,19,olink_kir2dl2
respiratory_intrathoracic_cancer,1,combined,20,olink_eps8l2
respiratory_intrathoracic_cancer,1,combined,21,olink_ngfr
respiratory_intrathoracic_cancer,1,combined,22,olink_tcof1
respiratory_intrathoracic_cancer,1,combined,23,blood_Cholesterol
respiratory_intrathoracic_cancer,1,combined,24,olink_lepr
respiratory_intrathoracic_cancer,1,combined,25,olink_edn1
respiratory_intrathoracic_cancer,1,combined,26,olink_ltbp2
respiratory_intrathoracic_cancer,1,combined,27,olink_masp1
respiratory_intrathoracic_cancer,1,combined,28,olink_tnn
respiratory_intrathoracic_cancer,1,combined,29,olink_il1rl2
respiratory_intrathoracic_cancer,1,combined,30,olink_timp4
respiratory_intrathoracic_cancer,1,combined,31,olink_rap1a
respiratory_intrathoracic_cancer,1,combined,32,olink_s100a12
respiratory_intrathoracic_cancer,1,combined,33,olink_anpep
respiratory_intrathoracic_cancer,1,combined,34,olink_cd99l2
respiratory_intrathoracic_cancer,1,combined,35,olink_lpcat2
respiratory_intrathoracic_cancer,1,combined,36,olink_apoc1
respiratory_intrathoracic_cancer,1,combined,37,olink_tpbgl
respiratory_intrathoracic_cancer,1,combined,38,olink_ervv_1
respiratory_intrathoracic_cancer,1,combined,39,olink_cd300a
respiratory_intrathoracic_cancer,1,combined,40,olink_acp6
respiratory_intrathoracic_cancer,1,combined,41,olink_ncam2
respiratory_intrathoracic_cancer,1,combined,42,olink_alpp
respiratory_intrathoracic_cancer,1,combined,43,olink_fut3_fut5
respiratory_intrathoracic_cancer,1,combined,44,olink_cep112
respiratory_intrathoracic_cancer,1,combined,45,olink_tef
respiratory_intrathoracic_cancer,1,combined,46,olink_st6gal1
respiratory_intrathoracic_cancer,1,combined,47,olink_creb3
respiratory_intrathoracic_cancer,1,combined,48,olink_slitrk2
respiratory_intrathoracic_cancer,1,combined,49,blood_Glycated haemoglobin (HbA1c)
respiratory_intrathoracic_cancer,1,combined,50,olink_clint1
respiratory_intrathoracic_cancer,2,protein,1,olink_wfdc2
respiratory_intrathoracic_cancer,2,protein,2,olink_vwa1
respiratory_intrathoracic_cancer,2,protein,3,olink_nfic
respiratory_intrathoracic_cancer,2,protein,4,olink_cela3a
respiratory_intrathoracic_cancer,2,protein,5,olink_areg
respiratory_intrathoracic_cancer,2,protein,6,olink_ceacam5
respiratory_intrathoracic_cancer,2,protein,7,olink_leg1
respiratory_intrathoracic_cancer,2,protein,8,olink_comp
respiratory_intrathoracic_cancer,2,protein,9,olink_mmp12
respiratory_intrathoracic_cancer,2,protein,10,olink_duox2
respiratory_intrathoracic_cancer,2,protein,11,olink_gfral
respiratory_intrathoracic_cancer,2,protein,12,olink_ceacam20
respiratory_intrathoracic_cancer,2,protein,13,olink_tnfrsf13c
respiratory_intrathoracic_cancer,2,protein,14,olink_ccl21
respiratory_intrathoracic_cancer,2,protein,15,olink_mmp9
respiratory_intrathoracic_cancer,2,protein,16,olink_tnfrsf10c
respiratory_intrathoracic_cancer,2,protein,17,olink_c7
respiratory_intrathoracic_cancer,2,protein,18,olink_ngrn
respiratory_intrathoracic_cancer,2,protein,19,olink_alpp
respiratory_intrathoracic_cancer,2,protein,20,olink_mybpc2
respiratory_intrathoracic_cancer,2,protein,21,olink_cxcl17
respiratory_intrathoracic_cancer,2,protein,22,olink_cdhr2
respiratory_intrathoracic_cancer,2,protein,23,olink_kit
respiratory_intrathoracic_cancer,2,protein,24,olink_sema4c
respiratory_intrathoracic_cancer,2,protein,25,olink_il2rb
respiratory_intrathoracic_cancer,2,protein,26,olink_cenpj
respiratory_intrathoracic_cancer,2,protein,27,olink_gpr158
respiratory_intrathoracic_cancer,2,protein,28,olink_notch2
respiratory_intrathoracic_cancer,2,protein,29,olink_parp1
respiratory_intrathoracic_cancer,2,protein,30,olink_ssc5d
respiratory_intrathoracic_cancer,2,protein,31,olink_fcrl1
respiratory_intrathoracic_cancer,2,protein,32,olink_ptprr
respiratory_intrathoracic_cancer,2,protein,33,olink_rab6b
respiratory_intrathoracic_cancer,2,protein,34,olink_cgb3_cgb5_cgb8
respiratory_intrathoracic_cancer,2,protein,35,olink_arg1
respiratory_intrathoracic_cancer,2,protein,36,olink_dpp4
respiratory_intrathoracic_cancer,2,protein,37,olink_lonp1
respiratory_intrathoracic_cancer,2,protein,38,olink_wnt9a
respiratory_intrathoracic_cancer,2,protein,39,olink_angptl1
respiratory_intrathoracic_cancer,2,protein,40,olink_ebi3_il27
respiratory_intrathoracic_cancer,2,protein,41,olink_arid3a
respiratory_intrathoracic_cancer,2,protein,42,olink_ogn
respiratory_intrathoracic_cancer,2,protein,43,olink_lypd3
respiratory_intrathoracic_cancer,2,protein,44,olink_fcer2
respiratory_intrathoracic_cancer,2,protein,45,olink_gdf15
respiratory_intrathoracic_cancer,2,protein,46,olink_timp4
respiratory_intrathoracic_cancer,2,protein,47,olink_layn
respiratory_intrathoracic_cancer,2,protein,48,olink_stoml2
respiratory_intrathoracic_cancer,2,protein,49,olink_cpvl
respiratory_intrathoracic_cancer,2,protein,50,olink_acvrl1
respiratory_intrathoracic_cancer,2,blood,1,blood_Eosinophill count
respiratory_intrathoracic_cancer,2,blood,2,blood_Creatinine
respiratory_intrathoracic_cancer,2,blood,3,blood_Monocyte count
respiratory_intrathoracic_cancer,2,blood,4,blood_Alkaline phosphatase
respiratory_intrathoracic_cancer,2,blood,5,blood_Reticulocyte percentage
respiratory_intrathoracic_cancer,2,blood,6,blood_High light scatter reticulocyte percentage
respiratory_intrathoracic_cancer,2,blood,7,blood_Neutrophill percentage
respiratory_intrathoracic_cancer,2,blood,8,blood_Calcium
respiratory_intrathoracic_cancer,2,blood,9,blood_Alanine aminotransferase
respiratory_intrathoracic_cancer,2,blood,10,blood_Albumin
respiratory_intrathoracic_cancer,2,blood,11,blood_Apolipoprotein A
respiratory_intrathoracic_cancer,2,blood,12,blood_Apolipoprotein B
respiratory_intrathoracic_cancer,2,blood,13,blood_C-reactive protein
respiratory_intrathoracic_cancer,2,blood,14,blood_Cholesterol
respiratory_intrathoracic_cancer,2,blood,15,blood_Cystatin C
respiratory_intrathoracic_cancer,2,blood,16,blood_Direct bilirubin
respiratory_intrathoracic_cancer,2,blood,17,blood_Gamma glutamyltransferase
respiratory_intrathoracic_cancer,2,blood,18,blood_White blood cell (leukocyte) count
respiratory_intrathoracic_cancer,2,blood,19,blood_Glucose
respiratory_intrathoracic_cancer,2,blood,20,blood_Glycated haemoglobin (HbA1c)
respiratory_intrathoracic_cancer,2,blood,21,blood_HDL cholesterol
respiratory_intrathoracic_cancer,2,blood,22,blood_IGF-1
respiratory_intrathoracic_cancer,2,blood,23,blood_LDL direct
respiratory_intrathoracic_cancer,2,blood,24,blood_Lipoprotein A
respiratory_intrathoracic_cancer,2,blood,25,blood_Oestradiol
respiratory_intrathoracic_cancer,2,blood,26,blood_Phosphate
respiratory_intrathoracic_cancer,2,blood,27,blood_Rheumatoid factor
respiratory_intrathoracic_cancer,2,blood,28,blood_SHBG
respiratory_intrathoracic_cancer,2,blood,29,blood_Total bilirubin
respiratory_intrathoracic_cancer,2,blood,30,blood_Total protein
respiratory_intrathoracic_cancer,2,blood,31,blood_Triglycerides
respiratory_intrathoracic_cancer,2,blood,32,blood_Urate
respiratory_intrathoracic_cancer,2,blood,33,blood_Urea
respiratory_intrathoracic_cancer,2,blood,34,blood_Testosterone
respiratory_intrathoracic_cancer,2,blood,35,blood_Lymphocyte percentage
respiratory_intrathoracic_cancer,2,blood,36,blood_Mean corpuscular haemoglobin
respiratory_intrathoracic_cancer,2,blood,37,blood_Mean corpuscular haemoglobin concentration
respiratory_intrathoracic_cancer,2,blood,38,blood_Mean corpuscular volume
respiratory_intrathoracic_cancer,2,blood,39,blood_Mean platelet (thrombocyte) volume
respiratory_intrathoracic_cancer,2,blood,40,blood_Mean reticulocyte volume
respiratory_intrathoracic_cancer,2,blood,41,blood_Mean sphered cell volume
respiratory_intrathoracic_cancer,2,blood,42,blood_Monocyte percentage
respiratory_intrathoracic_cancer,2,blood,43,blood_Neutrophill count
respiratory_intrathoracic_cancer,2,blood,44,blood_Nucleated red blood cell percentage
respiratory_intrathoracic_cancer,2,blood,45,blood_Platelet count
respiratory_intrathoracic_cancer,2,blood,46,blood_Platelet crit
respiratory_intrathoracic_cancer,2,blood,47,blood_Platelet distribution width
respiratory_intrathoracic_cancer,2,blood,48,blood_Red blood cell (erythrocyte) count
respiratory_intrathoracic_cancer,2,blood,49,blood_Red blood cell (erythrocyte) distribution width
respiratory_intrathoracic_cancer,2,blood,50,blood_Nucleated red blood cell count
respiratory_intrathoracic_cancer,2,combined,1,olink_wfdc2
respiratory_intrathoracic_cancer,2,combined,2,olink_vwa1
respiratory_intrathoracic_cancer,2,combined,3,olink_nfic
respiratory_intrathoracic_cancer,2,combined,4,olink_cela3a
respiratory_intrathoracic_cancer,2,combined,5,olink_areg
respiratory_intrathoracic_cancer,2,combined,6,olink_ceacam5
respiratory_intrathoracic_cancer,2,combined,7,olink_leg1
respiratory_intrathoracic_cancer,2,combined,8,olink_comp
respiratory_intrathoracic_cancer,2,combined,9,olink_mmp12
respiratory_intrathoracic_cancer,2,combined,10,olink_duox2
respiratory_intrathoracic_cancer,2,combined,11,olink_gfral
respiratory_intrathoracic_cancer,2,combined,12,olink_ceacam20
respiratory_intrathoracic_cancer,2,combined,13,olink_tnfrsf13c
respiratory_intrathoracic_cancer,2,combined,14,olink_ccl21
respiratory_intrathoracic_cancer,2,combined,15,olink_mmp9
respiratory_intrathoracic_cancer,2,combined,16,olink_tnfrsf10c
respiratory_intrathoracic_cancer,2,combined,17,olink_c7
respiratory_intrathoracic_cancer,2,combined,18,olink_ngrn
respiratory_intrathoracic_cancer,2,combined,19,olink_alpp
respiratory_intrathoracic_cancer,2,combined,20,olink_mybpc2
respiratory_intrathoracic_cancer,2,combined,21,olink_cxcl17
respiratory_intrathoracic_cancer,2,combined,22,olink_cdhr2
respiratory_intrathoracic_cancer,2,combined,23,olink_kit
respiratory_intrathoracic_cancer,2,combined,24,olink_sema4c
respiratory_intrathoracic_cancer,2,combined,25,olink_il2rb
respiratory_intrathoracic_cancer,2,combined,26,olink_cenpj
respiratory_intrathoracic_cancer,2,combined,27,olink_gpr158
respiratory_intrathoracic_cancer,2,combined,28,olink_notch2
respiratory_intrathoracic_cancer,2,combined,29,olink_parp1
respiratory_intrathoracic_cancer,2,combined,30,olink_ssc5d
respiratory_intrathoracic_cancer,2,combined,31,olink_fcrl1
respiratory_intrathoracic_cancer,2,combined,32,olink_ptprr
respiratory_intrathoracic_cancer,2,combined,33,olink_rab6b
respiratory_intrathoracic_cancer,2,combined,34,olink_cgb3_cgb5_cgb8
respiratory_intrathoracic_cancer,2,combined,35,olink_arg1
respiratory_intrathoracic_cancer,2,combined,36,olink_dpp4
respiratory_intrathoracic_cancer,2,combined,37,olink_lonp1
respiratory_intrathoracic_cancer,2,combined,38,olink_wnt9a
respiratory_intrathoracic_cancer,2,combined,39,olink_angptl1
respiratory_intrathoracic_cancer,2,combined,40,olink_ebi3_il27
respiratory_intrathoracic_cancer,2,combined,41,olink_arid3a
respiratory_intrathoracic_cancer,2,combined,42,olink_ogn
respiratory_intrathoracic_cancer,2,combined,43,olink_lypd3
